day,asset_name,nominal_price,net_weight,unit_type,platform_source,note
2023-09-15,crystal_water_600ml,0.0109,1,ml,derived:bot_cpi,
2023-10-15,crystal_water_600ml,0.0109,1,ml,derived:bot_cpi,
2023-11-15,crystal_water_600ml,0.0109,1,ml,derived:bot_cpi,
2023-12-15,crystal_water_600ml,0.0109,1,ml,derived:bot_cpi,
2024-01-15,crystal_water_600ml,0.0109,1,ml,derived:bot_cpi,
2024-02-15,crystal_water_600ml,0.0109,1,ml,derived:bot_cpi,
2024-03-15,crystal_water_600ml,0.0109,1,ml,derived:bot_cpi,
2024-04-15,crystal_water_600ml,0.0109,1,ml,derived:bot_cpi,
2024-05-15,crystal_water_600ml,0.011,1,ml,derived:bot_cpi,
2024-06-15,crystal_water_600ml,0.011,1,ml,derived:bot_cpi,
2024-08-15,crystal_water_600ml,0.0117,1,ml,derived:bot_cpi,
2024-09-15,crystal_water_600ml,0.0117,1,ml,derived:bot_cpi,
2024-10-15,crystal_water_600ml,0.0117,1,ml,derived:bot_cpi,
2024-11-15,crystal_water_600ml,0.0117,1,ml,derived:bot_cpi,
2024-12-15,crystal_water_600ml,0.0117,1,ml,derived:bot_cpi,
2025-01-15,crystal_water_600ml,0.0117,1,ml,derived:bot_cpi,
2025-02-15,crystal_water_600ml,0.0118,1,ml,derived:bot_cpi,
2025-03-15,crystal_water_600ml,0.0118,1,ml,derived:bot_cpi,
2025-04-15,crystal_water_600ml,0.0118,1,ml,derived:bot_cpi,
2025-05-15,crystal_water_600ml,0.0118,1,ml,derived:bot_cpi,
2025-06-15,crystal_water_600ml,0.0118,1,ml,derived:bot_cpi,
2025-08-15,crystal_water_600ml,0.0117,1,ml,derived:bot_cpi,
2025-09-15,crystal_water_600ml,0.0117,1,ml,derived:bot_cpi,
2025-10-15,crystal_water_600ml,0.0117,1,ml,derived:bot_cpi,
2025-11-15,crystal_water_600ml,0.0117,1,ml,derived:bot_cpi,
2025-12-15,crystal_water_600ml,0.0117,1,ml,derived:bot_cpi,
2026-01-15,crystal_water_600ml,0.0117,1,ml,derived:bot_cpi,
2026-02-15,crystal_water_600ml,0.0118,1,ml,derived:bot_cpi,
2026-03-15,crystal_water_600ml,0.0118,1,ml,derived:bot_cpi,
